name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,ram_type,speed_mhz,num_sticks,gb_per_stick,capacity_gb
Corsair Vengeance RGB 32 GB,94.99,"5,6000","2,16",2.9684375,Black,12.0,36.0,DDR5,6000,2,16,32
G.Skill Flare X5 32 GB,89.99,"5,6000","2,16",2.8121875,Black,12.0,36.0,DDR5,6000,2,16,32
Corsair Vengeance LPX 16 GB,45.99,"4,3200","2,8",2.874375,Black / Yellow,10.0,16.0,DDR4,3200,2,8,16
Corsair Vengeance 32 GB,129.99,"5,6000","2,16",4.0621875,Black / Gray,10.0,30.0,DDR5,6000,2,16,32
TEAMGROUP T-Create Expert 32 GB,98.99,"5,6000","2,16",3.0934375,Black,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance LPX 32 GB,77.98,"4,3600","2,16",2.436875,Black / Yellow,10.0,18.0,DDR4,3600,2,16,32
Crucial Pro Overclocking 32 GB,84.99,"5,6000","2,16",2.6559375,Black,12.0,36.0,DDR5,6000,2,16,32
G.Skill Trident Z5 RGB 64 GB,234.99,"5,6400","2,32",3.67171875,Black / Silver,10.0,32.0,DDR5,6400,2,32,64
Corsair Vengeance RGB 64 GB,229.99,"5,6000","2,32",3.59359375,Black,10.0,30.0,DDR5,6000,2,32,64
TEAMGROUP T-Force Delta RGB 32 GB,105.99,"5,6000","2,16",3.3121875,White,10.0,30.0,DDR5,6000,2,16,32
G.Skill Trident Z5 Neo RGB 32 GB,119.99,"5,6000","2,16",3.7496875,Black,10.0,30.0,DDR5,6000,2,16,32
Patriot Viper Venom 32 GB,85.99,"5,6000","2,16",2.6871875,Black / White,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance RGB Pro 32 GB,115.0,"4,3600","2,16",3.59375,Black,10.0,18.0,DDR4,3600,2,16,32
TEAMGROUP T-Force Delta RGB 32 GB,105.99,"5,6000","2,16",3.3121875,Black,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance RGB 32 GB,95.99,"5,6000","2,16",2.9996875,White / Silver,12.0,36.0,DDR5,6000,2,16,32
Silicon Power GAMING 16 GB,32.97,"4,3200","2,8",2.060625,Black / Gray,10.0,16.0,DDR4,3200,2,8,16
TEAMGROUP T-Force Vulcan Z 16 GB,38.99,"4,3200","2,8",2.436875,Black,10.0,16.0,DDR4,3200,2,8,16
Corsair Vengeance LPX 32 GB,71.98,"4,3200","2,16",2.249375,Black / Yellow,10.0,16.0,DDR4,3200,2,16,32
Kingston FURY Beast 32 GB,122.99,"5,6000","2,16",3.8434375,Black,10.0,30.0,DDR5,6000,2,16,32
G.Skill Trident Z5 Neo RGB 64 GB,207.99,"5,6000","2,32",3.24984375,Black / Silver,10.0,30.0,DDR5,6000,2,32,64
G.Skill Ripjaws V 32 GB,71.98,"4,3200","2,16",2.249375,Black,10.0,16.0,DDR4,3200,2,16,32
TEAMGROUP T-Create Expert 32 GB,98.99,"5,6000","2,16",3.0934375,White,10.0,30.0,DDR5,6000,2,16,32
G.Skill Flare X5 32 GB,109.99,"5,6000","2,16",3.4371875,Black,10.0,30.0,DDR5,6000,2,16,32
Kingston FURY Beast 16 GB,62.93,"5,5200","2,8",3.933125,Black,15.385,40.0,DDR5,5200,2,8,16
Corsair Vengeance RGB Pro 16 GB,54.99,"4,3200","2,8",3.436875,Black,10.0,16.0,DDR4,3200,2,8,16
Silicon Power Value Gaming 32 GB,90.97,"5,6000","2,16",2.8428125,Black,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance 64 GB,156.28,"5,5200","2,32",2.441875,Black,15.385,40.0,DDR5,5200,2,32,64
G.Skill Flare X5 64 GB,193.98,"5,6000","2,32",3.0309375,Black,10.0,30.0,DDR5,6000,2,32,64
TEAMGROUP T-Force Vulcan 32 GB,96.99,"5,6000","2,16",3.0309375,Black,10.0,30.0,DDR5,6000,2,16,32
Silicon Power GAMING 32 GB,60.99,"4,3200","2,16",1.9059375,Black,10.0,16.0,DDR4,3200,2,16,32
Corsair Vengeance RGB 32 GB,124.99,"5,6000","2,16",3.9059375,Gray,10.0,30.0,DDR5,6000,2,16,32
Patriot Viper Venom 32 GB,76.99,"5,6000","2,16",2.4059375,Black / White,12.0,36.0,DDR5,6000,2,16,32
Corsair Dominator Titanium 64 GB,286.44,"5,6600","2,32",4.475625,White,9.697,32.0,DDR5,6600,2,32,64
G.Skill Ripjaws V 64 GB,1351.9,"4,3200","4,16",21.1234375,Black,8.75,14.0,DDR4,3200,4,16,64
Crucial Pro Overclocking 32 GB,89.99,"5,6000","2,16",2.8121875,White,12.0,36.0,DDR5,6000,2,16,32
G.Skill Trident Z5 Royal Neo RGB 32 GB,149.99,"5,6000","2,16",4.6871875,Silver,9.333,28.0,DDR5,6000,2,16,32
Corsair Vengeance 64 GB,199.99,"5,6000","2,32",3.12484375,Black / Gray,10.0,30.0,DDR5,6000,2,32,64
G.Skill Trident Z RGB 32 GB,82.99,"4,3600","2,16",2.5934375,Black,10.0,18.0,DDR4,3600,2,16,32
Kingston FURY Beast 16 GB,78.61,"4,3200","2,8",4.913125,Black,10.0,16.0,DDR4,3200,2,8,16
G.Skill Ripjaws V 16 GB,45.99,"4,3200","2,8",2.874375,Black,10.0,16.0,DDR4,3200,2,8,16
Crucial Classic 16 GB,43.99,"5,5600","2,8",2.749375,Black,16.429,46.0,DDR5,5600,2,8,16
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,"5,6000","2,16",2.7184375,White,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance RGB 32 GB,94.99,"5,6400","2,16",2.9684375,Black,11.25,36.0,DDR5,6400,2,16,32
G.Skill Ripjaws S5 32 GB,109.99,"5,6000","2,16",3.4371875,Black,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance LPX 64 GB,154.99,"4,3200","2,32",2.42171875,Black / Yellow,10.0,16.0,DDR4,3200,2,32,64
Crucial Pro 32 GB,82.99,"5,5600","2,16",2.5934375,Black,16.429,46.0,DDR5,5600,2,16,32
Kingston FURY Beast RGB 32 GB,134.99,"5,6000","2,16",4.2184375,Black,10.0,30.0,DDR5,6000,2,16,32
Corsair Dominator Titanium 64 GB,306.23,"5,6600","2,32",4.78484375,Black,9.697,32.0,DDR5,6600,2,32,64
Crucial Pro 32 GB,78.98,"4,3200","2,16",2.468125,Black,13.75,22.0,DDR4,3200,2,16,32
Patriot Venom 64 GB,157.99,"5,6000","2,32",2.46859375,Black,10.0,30.0,DDR5,6000,2,32,64
Crucial Pro 64 GB,139.99,"5,5600","2,32",2.18734375,Black,16.429,46.0,DDR5,5600,2,32,64
Corsair Vengeance 32 GB,109.99,"5,6000","2,16",3.4371875,Black,12.0,36.0,DDR5,6000,2,16,32
Corsair Vengeance RGB 192 GB,614.99,"5,5200","4,48",3.2030729166666667,Black,14.615,38.0,DDR5,5200,4,48,192
G.Skill Ripjaws V 16 GB,49.99,"4,3600","2,8",3.124375,Black,8.889,16.0,DDR4,3600,2,8,16
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,"5,6000","2,16",2.7184375,Black,10.0,30.0,DDR5,6000,2,16,32
TEAMGROUP T-Force Delta RGB 16 GB,50.99,"4,3600","2,8",3.186875,White,10.0,18.0,DDR4,3600,2,8,16
Kingston FURY Beast 32 GB,115.81,"4,3200","2,16",3.6190625,Black,10.0,16.0,DDR4,3200,2,16,32
Kingston FURY Beast 64 GB,233.99,"5,6000","2,32",3.65609375,Black,10.0,30.0,DDR5,6000,2,32,64
G.Skill Trident Z5 RGB 48 GB,259.99,"5,8400","2,24",5.416458333333334,Black,9.524,40.0,DDR5,8400,2,24,48
Patriot Viper Venom 64 GB,189.99,"5,6400","2,32",2.96859375,Black / White,10.0,32.0,DDR5,6400,2,32,64
G.Skill Trident Z5 RGB 32 GB,116.99,"5,6400","2,16",3.6559375,Black,10.0,32.0,DDR5,6400,2,16,32
Corsair Vengeance 32 GB,114.99,"5,6000","2,16",3.5934375,Black / Silver,10.0,30.0,DDR5,6000,2,16,32
Timetec PINNACLE Konduit 16 GB,31.99,"4,3200","2,8",1.999375,Black,10.0,16.0,DDR4,3200,2,8,16
Corsair Dominator Titanium 32 GB,180.99,"5,6000","2,16",5.6559375,White,10.0,30.0,DDR5,6000,2,16,32
Patriot Viper Steel 32 GB,59.99,"4,3200","2,16",1.8746875,Silver / Black,10.0,16.0,DDR4,3200,2,16,32
G.Skill Flare X5 64 GB,234.99,"5,6000","2,32",3.67171875,Black,9.333,28.0,DDR5,6000,2,32,64
Corsair Vengeance 16 GB,64.98,"5,5200","2,8",4.06125,Black,15.385,40.0,DDR5,5200,2,8,16
G.Skill Ripjaws S5 64 GB,154.99,"5,6000","2,32",2.42171875,Black,12.0,36.0,DDR5,6000,2,32,64
Crucial CP2K64G56C46U5 128 GB,299.99,"5,5600","2,64",2.343671875,Black,16.429,46.0,DDR5,5600,2,64,128
TEAMGROUP T-Create Expert 32 GB,87.99,"5,6000","2,16",2.7496875,Black,12.667,38.0,DDR5,6000,2,16,32
Patriot Viper Venom 32 GB,87.99,"5,6400","2,16",2.7496875,Black / White,10.0,32.0,DDR5,6400,2,16,32
G.Skill Flare X5 32 GB,127.99,"5,6000","2,16",3.9996875,Black,9.333,28.0,DDR5,6000,2,16,32
Crucial Pro 32 GB,81.99,"5,6400","2,16",2.5621875,Black,11.875,38.0,DDR5,6400,2,16,32
Corsair Vengeance RGB 128 GB,551.99,"5,5600","4,32",4.312421875,Black,14.286,40.0,DDR5,5600,4,32,128
Corsair Vengeance RGB Pro SL 32 GB,109.99,"4,3600","2,16",3.4371875,White / Black,10.0,18.0,DDR4,3600,2,16,32
Corsair Dominator Titanium 96 GB,424.99,"5,6600","2,48",4.4269791666666665,Black,9.697,32.0,DDR5,6600,2,48,96
Corsair Vengeance 64 GB,229.99,"5,6400","2,32",3.59359375,Black / Gray,10.0,32.0,DDR5,6400,2,32,64
Kingston FURY Beast 16 GB,67.98,"5,6000","2,8",4.24875,Black,10.0,30.0,DDR5,6000,2,8,16
TEAMGROUP T-Create Classic 32 GB,74.99,"5,5600","2,16",2.3434375,Black,16.429,46.0,DDR5,5600,2,16,32
Corsair Vengeance 32 GB,86.99,"5,6000","2,16",2.7184375,Black,12.0,36.0,DDR5,6000,2,16,32
Patriot Viper Elite 5 RGB 32 GB,102.99,"5,6000","2,16",3.2184375,White,10.0,30.0,DDR5,6000,2,16,32
TEAMGROUP T-Force Delta RGB 64 GB,184.99,"5,6000","2,32",2.89046875,White,12.667,38.0,DDR5,6000,2,32,64
Corsair Vengeance RGB 64 GB,259.99,"5,6000","2,32",4.06234375,White / Silver,10.0,30.0,DDR5,6000,2,32,64
G.Skill Trident Z5 Royal 32 GB,154.99,"5,6400","2,16",4.8434375,White,9.375,30.0,DDR5,6400,2,16,32
Kingston FURY Beast 32 GB,106.63,"5,5600","2,16",3.3321875,Black,12.857,36.0,DDR5,5600,2,16,32
Corsair Vengeance RGB 32 GB,96.99,"5,5200","2,16",3.0309375,White,15.385,40.0,DDR5,5200,2,16,32
TEAMGROUP T-Force Vulcan Z 32 GB,66.03,"4,3200","2,16",2.0634375,Gray,10.0,16.0,DDR4,3200,2,16,32
G.Skill Ripjaws V 32 GB,89.99,"4,3600","2,16",2.8121875,Black,8.889,16.0,DDR4,3600,2,16,32
TEAMGROUP T-Force Delta RGB 16 GB,50.99,"4,3600","2,8",3.186875,Black,10.0,18.0,DDR4,3600,2,8,16
G.Skill Trident Z RGB 16 GB,54.99,"4,3600","2,8",3.436875,Black,10.0,18.0,DDR4,3600,2,8,16
Kingston FURY Beast RGB 32 GB,141.19,"5,6000","2,16",4.4121875,White,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance 128 GB,372.99,"5,6400","2,64",2.913984375,Black,13.125,42.0,DDR5,6400,2,64,128
Corsair Vengeance RGB 16 GB,67.98,"5,5200","2,8",4.24875,Black / Gray,15.385,40.0,DDR5,5200,2,8,16
Crucial CT2K8G48C40U5 16 GB,41.99,"5,4800","2,8",2.624375,Black,16.667,40.0,DDR5,4800,2,8,16
G.Skill Trident Z5 Neo 64 GB,204.99,"5,6000","2,32",3.20296875,Black / Silver,10.0,30.0,DDR5,6000,2,32,64
Silicon Power XPOWER Pulse Gaming 32 GB,79.97,"5,6000","2,16",2.4990625,Black,12.0,36.0,DDR5,6000,2,16,32
Corsair Vengeance RGB 32 GB,147.99,"5,6000","2,16",4.6246875,Black,9.333,28.0,DDR5,6000,2,16,32
Silicon Power SP016GLLTU160N22 16 GB,16.95,"3,1600","2,8",1.059375,Green,13.75,11.0,DDR3,1600,2,8,16
PNY XLR8 Gaming RGB 32 GB,94.99,"5,6000","2,16",2.9684375,Black,12.0,36.0,DDR5,6000,2,16,32
G.Skill Trident Z5 RGB 32 GB,139.99,"5,7200","2,16",4.3746875,Black,9.444,34.0,DDR5,7200,2,16,32
Kingston FURY Beast 8 GB,29.89,"4,3200","1,8",3.73625,Black,10.0,16.0,DDR4,3200,1,8,8
Corsair Vengeance 32 GB,96.99,"5,5200","2,16",3.0309375,Black,15.385,40.0,DDR5,5200,2,16,32
TEAMGROUP T-Create Expert 32 GB,62.99,"4,3200","2,16",1.9684375,Gray,10.0,16.0,DDR4,3200,2,16,32
Silicon Power XPOWER Pulse Gaming 32 GB,84.99,"5,6400","2,16",2.6559375,Black,10.0,32.0,DDR5,6400,2,16,32
Corsair Dominator Titanium 96 GB,427.99,"5,7000","2,48",4.4582291666666665,Black,11.429,40.0,DDR5,7000,2,48,96
Corsair Vengeance LPX 16 GB,91.99,"4,3600","2,8",5.749375,Black,10.0,18.0,DDR4,3600,2,8,16
Corsair Vengeance RGB Pro 16 GB,97.91,"4,3200","2,8",6.119375,White,10.0,16.0,DDR4,3200,2,8,16
Patriot Viper Venom 16 GB,52.99,"5,5200","2,8",3.311875,Black / White,13.846,36.0,DDR5,5200,2,8,16
G.Skill Trident Z5 Royal 64 GB,259.99,"5,6400","2,32",4.06234375,Silver,10.0,32.0,DDR5,6400,2,32,64
Crucial Pro 64 GB,125.99,"4,3200","2,32",1.96859375,Black / Green,13.75,22.0,DDR4,3200,2,32,64
Corsair Dominator Titanium 96 GB,419.99,"5,6600","2,48",4.374895833333333,White,9.697,32.0,DDR5,6600,2,48,96
ADATA XPG Lancer Blade RGB 32 GB,134.99,"5,6000","2,16",4.2184375,Black,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance RGB 128 GB,389.99,"5,6400","2,64",3.046796875,Black,13.125,42.0,DDR5,6400,2,64,128
Corsair Vengeance RGB 32 GB,144.99,"5,6000","2,16",4.5309375,White / Silver,10.0,30.0,DDR5,6000,2,16,32
Patriot Signature Line 32 GB,71.98,"5,4800","2,16",2.249375,Black,16.667,40.0,DDR5,4800,2,16,32
Crucial CT2K16G48C40U5 32 GB,73.98,"5,4800","2,16",2.311875,Black,16.667,40.0,DDR5,4800,2,16,32
G.Skill Trident Z5 Neo RGB 96 GB,414.99,"5,6000","2,48",4.3228125,Black,9.333,28.0,DDR5,6000,2,48,96
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"5,6000","2,16",2.8121875,White,12.667,38.0,DDR5,6000,2,16,32
Crucial Pro Overclocking 64 GB,199.99,"5,6400","2,32",3.12484375,Black,12.5,40.0,DDR5,6400,2,32,64
G.Skill Trident Z5 Neo RGB 64 GB,254.99,"5,6000","2,32",3.98421875,Black,9.333,28.0,DDR5,6000,2,32,64
Corsair Vengeance RGB Pro 32 GB,82.99,"4,3200","2,16",2.5934375,Black,10.0,16.0,DDR4,3200,2,16,32
Corsair Vengeance 96 GB,324.99,"5,6000","2,48",3.3853125,Black / Silver,10.0,30.0,DDR5,6000,2,48,96
Corsair Vengeance LPX 8 GB,36.99,"4,2400","1,8",4.62375,Black / Yellow,13.333,16.0,DDR4,2400,1,8,8
Silicon Power XPOWER Zenith Gaming 64 GB,164.99,"5,6000","2,32",2.57796875,Black,10.0,30.0,DDR5,6000,2,32,64
Lexar Ares RGB 32 GB,114.99,"5,6000","2,16",3.5934375,Black,10.0,30.0,DDR5,6000,2,16,32
Crucial CT2K8G4DFRA32A 16 GB,56.54,"4,3200","2,8",3.53375,Green,13.75,22.0,DDR4,3200,2,8,16
Corsair Dominator Titanium 32 GB,179.99,"5,6000","2,16",5.6246875,Black,10.0,30.0,DDR5,6000,2,16,32
Crucial CT8G4DFS824A 8 GB,19.98,"4,2400","1,8",2.4975,Green,14.167,17.0,DDR4,2400,1,8,8
Timetec PINNACLE Konduit 32 GB,59.99,"4,3200","2,16",1.8746875,White,10.0,16.0,DDR4,3200,2,16,32
Kingston FURY Beast RGB 64 GB,244.99,"5,6000","2,32",3.82796875,Black,10.0,30.0,DDR5,6000,2,32,64
Corsair Vengeance RGB 64 GB,217.99,"5,6000","2,32",3.40609375,Black,10.0,30.0,DDR5,6000,2,32,64
Corsair Vengeance 192 GB,614.99,"5,5200","4,48",3.2030729166666667,Black,14.615,38.0,DDR5,5200,4,48,192
G.Skill Trident Z5 RGB 64 GB,254.99,"5,6800","2,32",3.98421875,Black,10.0,34.0,DDR5,6800,2,32,64
TEAMGROUP T-Force Vulcan 32 GB,82.99,"5,6000","2,16",2.5934375,Black,12.667,38.0,DDR5,6000,2,16,32
G.Skill Trident Z5 Neo 32 GB,116.99,"5,6000","2,16",3.6559375,Black,10.0,30.0,DDR5,6000,2,16,32
G.Skill Aegis 16 GB,44.99,"4,3200","2,8",2.811875,Red / Black,10.0,16.0,DDR4,3200,2,8,16
PNY XLR8 32 GB,59.99,"4,3600","2,16",1.8746875,Black,10.0,18.0,DDR4,3600,2,16,32
TEAMGROUP Elite 16 GB,28.99,"4,2666","2,8",1.811875,Black,14.254,19.0,DDR4,2666,2,8,16
Silicon Power XPOWER Zenith RGB Gaming 32 GB,99.99,"5,6000","2,16",3.1246875,Black,10.0,30.0,DDR5,6000,2,16,32
G.Skill Ripjaws S5 32 GB,89.99,"5,6000","2,16",2.8121875,Black,12.0,36.0,DDR5,6000,2,16,32
OLOy ND4U1632161DJ0DA 32 GB,69.99,"4,3200","2,16",2.1871875,Black,10.0,16.0,DDR4,3200,2,16,32
Corsair Vengeance RGB Pro 32 GB,142.99,"4,3200","2,16",4.4684375,White,10.0,16.0,DDR4,3200,2,16,32
ADATA XPG Lancer Blade 32 GB,152.21,"5,6000","2,16",4.7565625,Black,10.0,30.0,DDR5,6000,2,16,32
G.Skill Ripjaws V 32 GB,73.98,"4,3600","2,16",2.311875,Black,10.0,18.0,DDR4,3600,2,16,32
Crucial Pro 64 GB,171.34,"5,6000","2,32",2.6771875,Black,13.333,40.0,DDR5,6000,2,32,64
Silicon Power XPOWER Turbine 16 GB,33.97,"4,3200","2,8",2.123125,Blue,10.0,16.0,DDR4,3200,2,8,16
G.Skill Trident Z5 Royal Neo RGB 64 GB,259.99,"5,6000","2,32",4.06234375,Silver,10.0,30.0,DDR5,6000,2,32,64
Crucial CT16G48C40U5 16 GB,38.86,"5,4800","1,16",2.42875,Black,16.667,40.0,DDR5,4800,1,16,16
Patriot Viper Steel 64 GB,164.99,"4,3600","2,32",2.57796875,Silver / Black,10.0,18.0,DDR4,3600,2,32,64
G.Skill Trident Z5 Neo RGB 32 GB,134.99,"5,6400","2,16",4.2184375,Black,9.375,30.0,DDR5,6400,2,16,32
Klevv FIT V 32 GB,84.99,"5,6000","2,16",2.6559375,White,10.667,32.0,DDR5,6000,2,16,32
TEAMGROUP T-Create Expert 32 GB,72.99,"5,6000","2,16",2.2809375,White,12.667,38.0,DDR5,6000,2,16,32
Kingston FURY Beast RGB 16 GB,75.98,"5,6000","2,8",4.74875,Black,12.0,36.0,DDR5,6000,2,8,16
Corsair Vengeance 32 GB,114.99,"5,6400","2,16",3.5934375,Black,10.0,32.0,DDR5,6400,2,16,32
Corsair Vengeance RGB 96 GB,349.99,"5,6000","2,48",3.645729166666667,Black / Silver,10.0,30.0,DDR5,6000,2,48,96
Corsair Vengeance RGB 32 GB,194.99,"5,8000","2,16",6.0934375,Black / Gray,9.0,36.0,DDR5,8000,2,16,32
Corsair Vengeance LPX 32 GB,160.99,"4,3600","2,16",5.0309375,Black / Yellow,10.0,18.0,DDR4,3600,2,16,32
Patriot Viper Xtreme 5 32 GB,134.99,"5,8200","2,16",4.2184375,Black,9.268,38.0,DDR5,8200,2,16,32
TEAMGROUP T-Force Delta RGB 32 GB,136.69,"4,3600","2,16",4.2715625,Black,10.0,18.0,DDR4,3600,2,16,32
G.Skill Ripjaws V 16 GB,45.99,"4,3600","2,8",2.874375,Black,10.0,18.0,DDR4,3600,2,8,16
G.Skill Trident Z Neo 32 GB,99.99,"4,3600","2,16",3.1246875,Black / Silver,8.889,16.0,DDR4,3600,2,16,32
Timetec PINNACLE Konduit 32 GB,59.99,"4,3200","2,16",1.8746875,Black,10.0,16.0,DDR4,3200,2,16,32
Patriot Viper Venom RGB 32 GB,90.99,"5,6000","2,16",2.8434375,Black / Silver,10.0,30.0,DDR5,6000,2,16,32
Kingston FURY Beast 128 GB,402.99,"5,5600","4,32",3.148359375,White,14.286,40.0,DDR5,5600,4,32,128
Corsair Vengeance 48 GB,179.99,"5,6000","2,24",3.749791666666667,Black / Gray,10.0,30.0,DDR5,6000,2,24,48
Kingston FURY Beast 16 GB,64.99,"5,5600","2,8",4.061875,Black / Silver,12.857,36.0,DDR5,5600,2,8,16
G.Skill Trident Z5 Royal Neo RGB 96 GB,449.99,"5,6000","2,48",4.687395833333333,Silver,9.333,28.0,DDR5,6000,2,48,96
TEAMGROUP T-Force Delta RGB 32 GB,107.99,"5,6400","2,16",3.3746875,Black,10.0,32.0,DDR5,6400,2,16,32
G.Skill Ripjaws S5 96 GB,284.99,"5,6400","2,48",2.9686458333333334,Black,10.0,32.0,DDR5,6400,2,48,96
TEAMGROUP T-Force Delta RGB 32 GB,74.94,"4,3200","2,16",2.341875,Black,10.0,16.0,DDR4,3200,2,16,32
G.Skill Trident Z5 RGB 32 GB,95.98,"5,6000","2,16",2.999375,Black,12.0,36.0,DDR5,6000,2,16,32
Silicon Power SP016GBLFU320B22 16 GB,39.97,"4,3200","2,8",2.498125,Unknown,13.75,22.0,DDR4,3200,2,8,16
G.Skill Trident Z5 Neo RGB 32 GB,134.99,"5,6400","2,16",4.2184375,White,9.375,30.0,DDR5,6400,2,16,32
G.Skill Ripjaws S5 32 GB,99.99,"5,5600","2,16",3.1246875,Black,10.0,28.0,DDR5,5600,2,16,32
Corsair Vengeance LPX 64 GB,128.99,"4,3600","2,32",2.01546875,Black,10.0,18.0,DDR4,3600,2,32,64
Patriot Viper Venom 32 GB,114.99,"5,7000","2,16",3.5934375,Black / White,9.143,32.0,DDR5,7000,2,16,32
TEAMGROUP T-Force Delta RGB 32 GB,107.99,"5,6400","2,16",3.3746875,White,10.0,32.0,DDR5,6400,2,16,32
G.Skill Aegis 32 GB,69.98,"4,3200","2,16",2.186875,Red / Black,10.0,16.0,DDR4,3200,2,16,32
TEAMGROUP T-Create Expert 32 GB,89.99,"5,6400","2,16",2.8121875,Black,10.0,32.0,DDR5,6400,2,16,32
Kingston FURY Beast RGB 64 GB,239.99,"5,6000","2,32",3.74984375,White,10.0,30.0,DDR5,6000,2,32,64
Lexar THOR OC 32 GB,104.99,"5,6000","2,16",3.2809375,Black / Gold,10.667,32.0,DDR5,6000,2,16,32
Silicon Power XPOWER Zenith RGB Gaming 64 GB,169.99,"5,6000","2,32",2.65609375,White,10.0,30.0,DDR5,6000,2,32,64
Corsair Vengeance 64 GB,219.99,"5,6000","2,32",3.43734375,Black / Gray,10.0,30.0,DDR5,6000,2,32,64
TEAMGROUP T-Create Expert 64 GB,176.99,"5,6000","2,32",2.76546875,Black,11.333,34.0,DDR5,6000,2,32,64
Corsair Vengeance RGB 32 GB,144.99,"5,6000","2,16",4.5309375,Black / Gray,10.0,30.0,DDR5,6000,2,16,32
Kingston FURY Beast 128 GB,339.99,"5,5600","2,64",2.656171875,Black,12.857,36.0,DDR5,5600,2,64,128
Patriot Viper Venom 16 GB,49.99,"5,6400","2,8",3.124375,Black / Red,10.0,32.0,DDR5,6400,2,8,16
Timetec PINNACLE Konduit 16 GB,31.99,"4,3200","2,8",1.999375,White,10.0,16.0,DDR4,3200,2,8,16
G.Skill Trident Z5 RGB 64 GB,159.99,"5,6000","2,32",2.49984375,Black,12.0,36.0,DDR5,6000,2,32,64
Corsair Dominator Titanium 64 GB,299.99,"5,6000","2,32",4.68734375,White,10.0,30.0,DDR5,6000,2,32,64
Patriot Viper Venom 16 GB,48.99,"5,6000","1,16",3.061875,Black / White,10.0,30.0,DDR5,6000,1,16,16
Silicon Power XPOWER Zenith RGB Gaming 32 GB,99.99,"5,6000","2,16",3.1246875,White,10.0,30.0,DDR5,6000,2,16,32
Corsair Vengeance RGB 64 GB,244.99,"5,6400","2,32",3.82796875,Black / Gray,10.0,32.0,DDR5,6400,2,32,64
Corsair Vengeance 64 GB,149.99,"5,5600","2,32",2.34359375,Black,14.286,40.0,DDR5,5600,2,32,64
G.Skill Trident Z RGB 32 GB,105.53,"4,3200","2,16",3.2978125,Black,10.0,16.0,DDR4,3200,2,16,32
Kingston KCP424NS6/4 4 GB,9.99,"4,2400","1,4",2.4975,Green / Black,14.167,17.0,DDR4,2400,1,4,4
G.Skill Trident Z5 Royal 48 GB,279.99,"5,8400","2,24",5.833125,Silver,9.524,40.0,DDR5,8400,2,24,48
Corsair Vengeance LPX 32 GB,85.88,"4,3600","2,16",2.68375,Black / Yellow,8.889,16.0,DDR4,3600,2,16,32
G.Skill Trident Z5 RGB 48 GB,214.99,"5,8000","2,24",4.478958333333334,Black,10.0,40.0,DDR5,8000,2,24,48
Corsair Vengeance 128 GB,540.99,"5,5600","4,32",4.226484375,Black,14.286,40.0,DDR5,5600,4,32,128
Kingston FURY Beast RGB 128 GB,399.99,"5,5200","4,32",3.124921875,Black,15.385,40.0,DDR5,5200,4,32,128
G.Skill Flare X5 32 GB,104.99,"5,6000","2,16",3.2809375,Black,10.667,32.0,DDR5,6000,2,16,32
TEAMGROUP Elite 32 GB,78.98,"4,3200","2,16",2.468125,Black,13.75,22.0,DDR4,3200,2,16,32
TEAMGROUP T-Force Delta RGB 32 GB,89.99,"5,6000","2,16",2.8121875,Black,12.667,38.0,DDR5,6000,2,16,32
ADATA XPG SPECTRIX D35G RGB 16 GB,54.99,"4,3200","2,8",3.436875,Black,10.0,16.0,DDR4,3200,2,8,16
Crucial Pro 32 GB,94.99,"5,6400","2,16",2.9684375,White,11.875,38.0,DDR5,6400,2,16,32
G.Skill Trident Z RGB 64 GB,149.99,"4,3600","2,32",2.34359375,Black,10.0,18.0,DDR4,3600,2,32,64
TEAMGROUP T-Force Vulcan Z 16 GB,38.99,"4,3200","2,8",2.436875,Gray,10.0,16.0,DDR4,3200,2,8,16
Patriot Viper Venom 64 GB,159.99,"5,6000","2,32",2.49984375,Black / White,12.0,36.0,DDR5,6000,2,32,64
Corsair Vengeance RGB 32 GB,121.99,"5,6000","2,16",3.8121875,White,13.333,40.0,DDR5,6000,2,16,32
Crucial CT51264BA160B 4 GB,10.29,"3,1600","1,4",2.5725,Green,13.75,11.0,DDR3,1600,1,4,4
Corsair Vengeance LPX 16 GB,85.99,"4,3000","2,8",5.374375,Black / Yellow,10.0,15.0,DDR4,3000,2,8,16
Silicon Power XPOWER Turbine 32 GB,60.99,"4,3200","2,16",1.9059375,Blue,10.0,16.0,DDR4,3200,2,16,32
TEAMGROUP T-Force Delta RGB 16 GB,77.99,"5,6000","2,8",4.874375,White,12.667,38.0,DDR5,6000,2,8,16
Corsair Dominator Titanium 64 GB,319.99,"5,6000","2,32",4.99984375,Black,10.0,30.0,DDR5,6000,2,32,64
